"","geo_code","all","light_rail","train","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label.y","avslope"
"266","E02001254",11264,0,0,1190,0,0,5390,0,293,4391,0,683.97498,390.97501,4193.084,-197.916,5226.4912,-163.509,470.01801,177.01801,4284.4858,-106.514,5328.1152,-61.885,3733.3081,3440.3081,2740.26,-1650.74,3881.531,-1508.469,4601.4702,4308.4702,2481.0811,-1909.9189,3388.613,-2001.387,-0.01368,25358,-0.02154,39893,-0.00787,14535,-0.01215,22524,0.00153,-2834,-0.10918,202505,-0.09551,177147,-0.04034,74789,-0.02667,49431,-0.01016,18837,-0.01616,29903,-0.006,11066,-0.00959,17783,0.00057,-1054,-0.08218,152385,-0.07202,133548,-0.04108,76169,-0.03092,57332,-7370,-12504,-5134,-8814,-1444,-58312,-50942,-84938,-77568,"Tameside 026",149.44814
"267","E02001255",9917,0,0,869,0,0,2778,0,828,5442,0,959.31201,131.312,5357.0039,-84.996,2741.582,-36.419,996.95599,168.95599,5303.8188,-138.181,2754.894,-23.106,1894.193,1066.193,4706.0352,-735.96503,2518.1111,-259.88901,3208.7849,2380.7849,3896.176,-1545.824,2120.885,-657.11499,0.01507,-27962,0.01562,-28996,0.00055,-1034,0.02025,-37562,0.00518,-9600,0.02951,-54766,0.01444,-26804,0.13008,-241348,0.11501,-213386,0.00113,-2102,0.00068,-1305,-0.00044,797,0.00395,-7343,0.00283,-5241,0.00447,-8324,0.00334,-6222,0.05864,-108820,0.05751,-106718,-13905,-15727,-1822,-14340,-435,-26162,-12257,-48132,-34227,"Tameside 027",310.46315
"268","E02001256",26852,0,0,2526,0,0,19701,0,434,4191,0,960.07001,526.07001,4096.2002,-94.8,19312.873,-388.12601,653.83197,219.832,4122.752,-68.247,19560.188,-140.813,6456.5381,6022.5381,3190.425,-1000.575,15172.889,-4528.1108,9638.4785,9204.4785,2686.905,-1504.095,12800.581,-6900.4189,-0.02496,46293,-0.05879,109003,-0.03383,62710,-0.02947,54655,-0.00451,8362,-0.51289,951502,-0.48793,905209,-0.5048,936499,-0.47984,890206,-0.01713,31772,-0.0393,72838,-0.02217,41066,-0.02022,37499,-0.00309,5727,-0.33689,624962,-0.31975,593190,-0.33601,623331,-0.31888,591559,-10967,-22412,-11445,-13682,-2715,-150043,-139076,-239203,-228236,"Tameside 028",311.87844
"269","E02001257",17096,0,0,1587,0,0,7131,0,504,7874,0,1012.919,508.91901,7571.313,-302.68701,6961.7231,-169.27699,857.12402,353.12399,7609.541,-264.45901,7052.7788,-78.221,5410.5591,4906.5591,5169.1758,-2704.824,5286.2852,-1844.715,6831.8062,6327.8062,4677.042,-3196.957,4512.0601,-2618.9399,-0.00793,14704,-0.01552,28745,-0.00759,14041,-0.00345,6398,0.00448,-8306,-0.1119,207567,-0.10397,192863,0.00264,-4931,0.01056,-19635,-0.00801,14854,-0.01412,26151,-0.00611,11297,-0.00582,10792,0.00219,-4062,-0.08897,165025,-0.08096,150171,-0.02083,38607,-0.01282,23753,-9017,-14707,-5690,-10738,-1721,-72372,-63355,-107310,-98293,"Tameside 029",181.4648
"270","E02001258",15662,0,0,906,0,0,5545,0,764,8447,0,1065.24,301.241,8266.9814,-180.019,5438.6582,-106.342,996.48798,232.48801,8272.3906,-174.60899,5494.6851,-50.315,3741.521,2977.521,6663.7178,-1783.282,4492.3462,-1052.6541,5595.165,4831.165,5622.478,-2824.522,3785.4341,-1759.566,0.00602,-11165,0.00517,-9624,-0.00084,1541,0.01006,-18669,0.00405,-7504,0.0072,-13377,0.00118,-2212,0.14172,-262955,0.1357,-251790,-0.00124,2300,-0.00278,5138,-0.00154,2838,0.00082,-1527,0.00206,-3827,-0.01173,21732,-0.01049,19432,0.06475,-120169,0.066,-122469,-12984,-16486,-3502,-14125,-1141,-46742,-33758,-76208,-63224,"Tameside 030",302.06848
"271","E02001259",27541,0,0,5000,0,0,12118,0,597,9826,0,1778.912,1181.912,9293.4932,-532.50702,11659.197,-458.80301,1277.15,680.15002,9507.1367,-318.86301,11965.904,-152.09599,11411.327,10814.327,5379.521,-4446.479,7695.6411,-4422.3589,12614.707,12017.707,5196.687,-4629.313,6965.3398,-5152.6602,-0.01819,33745,-0.05378,99698,-0.03558,65953,-0.02594,48122,-0.00775,14377,-0.47335,878140,-0.45516,844395,-0.25844,479410,-0.24024,445665,-0.01367,25358,-0.03839,71136,-0.02471,45778,-0.01962,36383,-0.00594,11025,-0.3268,606236,-0.31312,580878,-0.19062,353585,-0.17695,328227,-10538,-29425,-18887,-14780,-4242,-200890,-190352,-250316,-239778,"Trafford 001",40.52156
"272","E02001260",100466,0,0,11123,0,0,66693,0,1152,21498,0,5017.144,3865.144,20482.328,-1015.673,64175.031,-2517.968,4107.9961,2955.9961,20508.533,-989.46698,64889.176,-1803.824,38023.676,36871.676,11948.699,-9549.3008,42828.824,-23864.174,42783.949,41631.949,11340.378,-10157.622,39533.727,-27159.273,-0.04759,88291,-0.22972,426101,-0.18213,337810,-0.10502,194832,-0.05743,106541,-2.24378,4162809,-2.19618,4074518,-1.59049,2950755,-1.5429,2862464,-0.03289,61006,-0.15336,284410,-0.12047,223404,-0.07297,135370,-0.04008,74364,-1.49394,2771627,-1.46106,2710621,-1.08285,2008924,-1.04996,1947918,-29854,-114204,-84350,-80037,-50183,-883851,-853997,-1150941,-1121087,"Trafford 002",32.42789
"273","E02001261",27550,0,0,3491,0,0,14720,0,503,8836,0,1565.729,1062.729,8419.2344,-416.76599,14198.737,-521.263,1241.6899,738.69,8453.7031,-382.297,14403.19,-316.81,11189.137,10686.137,4813.0171,-4022.9829,9354.792,-5365.208,12513.76,12010.76,4610.4858,-4225.5142,8457.627,-6262.374,-0.01887,34998,-0.06241,115693,-0.04354,80695,-0.02402,44539,-0.00514,9541,-0.55304,1025967,-0.53417,990969,-0.33445,620410,-0.31558,585412,-0.01347,24975,-0.04297,79626,-0.0295,54651,-0.01783,33072,-0.00437,8097,-0.37659,698605,-0.36312,673630,-0.23815,441762,-0.22468,416787,-11452,-33933,-22481,-20865,-9413,-244313,-232861,-305312,-293860,"Trafford 003",46.33113
"274","E02001262",31059,0,0,5753,0,0,16150,0,685,8471,0,1901.844,1216.844,8057.8442,-413.15601,15558.854,-591.14697,1599.021,914.021,8077.0469,-393.953,15801.128,-348.87201,12635.463,11950.463,4636.8159,-3834.1841,10276.484,-5873.5161,14228.12,13543.12,4413.6582,-4057.342,9260.957,-6889.042,-0.03197,59307,-0.09007,167044,-0.0581,107737,-0.04623,85761,-0.01426,26454,-0.75399,1398824,-0.72202,1339517,-0.4687,869523,-0.43673,810216,-0.02349,43571,-0.06259,116049,-0.0391,72478,-0.0339,62880,-0.01041,19309,-0.50925,944759,-0.48576,901188,-0.32843,609268,-0.30494,565697,-19650,-45685,-26035,-30668,-11018,-284703,-265053,-350815,-331165,"Trafford 004",44.20086
"275","E02001263",29977,0,0,2425,0,0,15504,0,347,11701,0,1644.032,1297.032,11044.134,-656.86603,14930.236,-573.76398,1038.2321,691.23199,11284.238,-416.76199,15256.465,-247.535,12045.664,11698.664,6276.6758,-5424.3242,9855.46,-5648.54,13077.339,12730.339,6255.3521,-5445.6479,9028.0859,-6475.9141,-0.00411,7629,-0.04382,81244,-0.03971,73615,-0.00423,7840,-0.00011,211,-0.50545,937708,-0.50134,930079,-0.34765,644940,-0.34353,637311,-0.0031,5744,-0.03006,55713,-0.02696,49969,-0.00413,7654,-0.00103,1910,-0.34202,634503,-0.33892,628759,-0.24135,447728,-0.23825,441984,-3937,-26300,-22363,-10208,-6271,-233564,-229627,-300191,-296254,"Trafford 005",46.67898
"276","E02001264",39478,0,0,3709,0,0,27467,0,551,7751,0,2175.2561,1624.256,7336.1748,-414.82501,26370.527,-1096.473,1924.658,1373.658,7134.3638,-616.63599,26741.533,-725.46698,15871.332,15320.332,4237.0771,-3513.9231,16833.766,-10633.233,17562.799,17011.799,4128.1689,-3622.8311,15544.991,-11922.009,-0.02253,41784,-0.10369,192287,-0.08116,150503,-0.03209,59520,-0.00956,17736,-1.0422,1933510,-1.01967,1891726,-0.76945,1427484,-0.74692,1385700,-0.01537,28508,-0.06868,127330,-0.05331,98822,-0.02276,42207,-0.00739,13699,-0.68507,1270922,-0.66969,1242414,-0.51132,948562,-0.49595,920054,-14000,-51105,-37105,-27552,-13552,-391844,-377844,-481923,-467923,"Trafford 006",42.74725
"277","E02001265",17476,0,0,1819,0,0,8337,0,279,7041,0,1023.159,744.159,6638.459,-402.54099,8040.0991,-296.901,913.586,634.586,6795.207,-245.793,7998.978,-338.022,6808.4458,6529.4458,3793.4641,-3247.5359,5481.812,-2855.189,7558.7651,7279.7651,3712.593,-3328.407,4954.957,-3382.043,-0.0102,18919,-0.03349,62085,-0.02329,43166,-0.02258,41879,-0.01238,22960,-0.29215,541975,-0.28195,523056,-0.18859,349843,-0.17839,330924,-0.00767,14226,-0.02383,44168,-0.01616,29942,-0.0166,30783,-0.00892,16557,-0.20214,374973,-0.19446,360747,-0.13701,254144,-0.12933,239918,-7378,-21110,-13732,-19619,-12241,-143795,-136417,-185209,-177831,"Trafford 007",53.04427
"278","E02001266",25410,0,0,1980,0,0,13081,0,703,9646,0,1772.849,1069.849,9168.5771,-477.423,12551.451,-529.54901,2501.5061,1798.506,9017.8047,-628.19501,11982.414,-1098.5861,10732.667,10029.667,5407.0942,-4238.9058,7929.521,-5151.479,11542.662,10839.662,5286.3682,-4359.6318,7387.0952,-5693.9048,-0.00966,17913,-0.03553,65855,-0.02587,47942,-0.03053,56641,-0.02087,38728,-0.32356,600247,-0.3139,582334,-0.15583,289053,-0.14618,271140,-0.01132,20987,-0.02942,54513,-0.0181,33526,-0.02659,49322,-0.01527,28335,-0.22991,426482,-0.21859,405495,-0.12423,230412,-0.11291,209425,-15487,-31863,-16376,-38153,-22666,-176911,-161424,-216438,-200951,"Trafford 008",38.93519
"279","E02001267",18406,0,0,920,0,0,8865,0,335,8286,0,1331.527,996.52698,7776.7681,-509.23199,8412.8457,-452.15399,727.21503,392.215,8038.918,-247.082,8730.6006,-134.39999,8219.6973,7884.6968,4375.417,-3910.583,5216.5039,-3648.4961,8640.6162,8305.6162,4365.186,-3920.814,4864.4492,-4000.551,-0.00467,8651,-0.01835,34003,-0.01369,25352,-0.0047,8707,-3e-05,56,-0.17057,316412,-0.1659,307761,-0.05572,103341,-0.05105,94690,-0.00384,7115,-0.01399,25907,-0.01015,18792,-0.00438,8119,-0.00054,1004,-0.12409,230183,-0.12025,223068,-0.05097,94518,-0.04713,87403,-5313,-17682,-12369,-8820,-3507,-117639,-112326,-142231,-136918,"Trafford 009",41.19597
"280","E02001268",11709,0,0,961,0,0,5859,0,179,4710,0,718.32501,539.32501,4433.2231,-276.77701,5629.3042,-229.69701,405.63599,226.636,4550.9131,-159.08701,5799.6489,-59.35,5003.584,4824.584,2426.1201,-2283.8799,3626.0459,-2232.9541,5396.8828,5217.8828,2388.989,-2321.011,3331.5691,-2527.4309,-0.00308,5702,-0.01489,27568,-0.01181,21866,-0.00072,1323,0.00236,-4379,-0.15373,285177,-0.15066,279475,-0.07517,139415,-0.0721,133713,-0.00265,4901,-0.01115,20633,-0.0085,15732,-0.00153,2830,0.00112,-2071,-0.10973,203521,-0.10708,198620,-0.06021,111657,-0.05757,106756,-3276,-11844,-8568,-4669,-1393,-89660,-86384,-112764,-109488,"Trafford 010",50.12489
"281","E02001269",29095,0,0,2572,0,0,18198,0,836,7489,0,2038.3621,1202.3621,7105.4941,-383.50601,17467.736,-730.263,1087.172,251.172,7398.3931,-90.607,18059.504,-138.49699,12005.228,11169.228,4140.0762,-3348.9241,11280.533,-6917.4668,13381.434,12545.434,3941.7029,-3547.2971,10280.494,-7917.5059,-0.02239,41532,-0.07393,137078,-0.05154,95546,-0.02769,51348,-0.00529,9816,-0.65773,1220210,-0.63534,1178678,-0.42289,784521,-0.4005,742989,-0.01802,33420,-0.05268,97648,-0.03466,64228,-0.02175,40336,-0.00373,6916,-0.44399,823659,-0.42597,790239,-0.29494,547124,-0.27692,513704,-20062,-47806,-27744,-24432,-4370,-296498,-276436,-361478,-341416,"Trafford 011",52.64408
"282","E02001270",20094,0,0,2535,0,0,10094,0,479,6986,0,1302.476,823.47601,6626.4839,-359.51599,9714.3867,-379.61301,1199.1429,720.14301,6544.147,-441.85199,9854.3389,-239.661,8126.2539,7647.2539,3806.575,-3179.425,6459.3198,-3634.6799,9101.5195,8622.5195,3646.751,-3339.249,5832.0718,-4261.9282,-0.02268,42060,-0.05098,94514,-0.0283,52454,-0.02301,42684,-0.00034,624,-0.36525,677588,-0.34258,635528,-0.20322,376959,-0.18054,334899,-0.01581,29326,-0.03532,65461,-0.01951,36135,-0.01691,31369,-0.0011,2043,-0.25189,467282,-0.23608,437956,-0.14951,277324,-0.1337,247998,-12546,-28279,-15733,-17700,-5154,-169559,-157013,-210622,-198076,"Trafford 012",46.44211
"283","E02001271",13442,0,0,1032,0,0,6020,0,363,6027,0,917.94299,554.94299,5715.9951,-311.005,5810.166,-209.834,2104.7061,1741.7061,4595.1328,-1431.8669,5763.3511,-256.64999,5477.0288,5114.0288,3332.179,-2694.821,3938.3679,-2081.6321,6055.2251,5692.2251,3217.958,-2809.042,3544.425,-2475.575,-0.00726,13465,-0.02012,37284,-0.01286,23819,0.01123,-20841,0.01849,-34306,-0.16283,302058,-0.15557,288593,-0.05961,110565,-0.05235,97100,-0.00578,10711,-0.0151,27958,-0.00932,17247,0.00386,-7171,0.00964,-17882,-0.11821,219264,-0.11243,208553,-0.0532,98650,-0.04742,87939,-7341,-17190,-9849,-11960,-4619,-106097,-98756,-134019,-126678,"Trafford 013",46.96345
"284","E02001272",17023,0,0,1596,0,0,7574,0,570,7283,0,1346.129,776.12903,6858.7319,-424.26801,7278.856,-295.14401,1021.141,451.14099,7003.46,-279.54001,7428.895,-145.105,6951.1729,6381.1729,4023.364,-3259.636,4956.4722,-2617.5281,7728.9019,7158.9019,3854.408,-3428.592,4464.835,-3109.165,-0.0152,28186,-0.02889,53528,-0.01369,25342,-0.01223,22687,0.00296,-5499,-0.18569,344445,-0.17049,316259,-0.03746,69444,-0.02226,41258,-0.01168,21662,-0.02224,41190,-0.01055,19528,-0.01115,20666,0.00054,-996,-0.13975,259216,-0.12807,237554,-0.04693,87002,-0.03525,65340,-13276,-26006,-12730,-18909,-5633,-133271,-119995,-167117,-153841,"Trafford 014",40.65254
"285","E02001273",22164,0,0,2911,0,0,12074,0,381,6798,0,1317.041,936.04102,6434.0762,-363.92401,11599.81,-474.19101,1393.189,1012.189,6311.7891,-486.211,11613.005,-460.995,9057.5098,8676.5098,3654.3721,-3143.6279,7506.125,-4567.875,10063.67,9682.6699,3518.6941,-3279.3059,6841.1948,-5232.8052,-0.01737,32214,-0.05257,97449,-0.0352,65235,-0.02591,48055,-0.00854,15841,-0.45121,837056,-0.43384,804842,-0.27346,507281,-0.25609,475067,-0.01194,22134,-0.03592,66561,-0.02398,44427,-0.01864,34573,-0.00671,12439,-0.30703,569560,-0.29509,547426,-0.19448,360743,-0.18254,338609,-8995,-27252,-18257,-20528,-11533,-193981,-184986,-238215,-229220,"Trafford 015",44.85477
"286","E02001274",14328,0,0,851,0,0,6844,0,358,6275,0,976.57599,618.57599,5939.2358,-335.76401,6591.981,-252.019,1186.469,828.46899,5696.5981,-578.40198,6626.2588,-217.741,5983.2168,5625.2168,3376.321,-2898.679,4402.4561,-2441.5439,6573.3252,6215.3252,3266.8569,-3008.1431,3975.874,-2868.126,-0.00847,15714,-0.0214,39647,-0.01293,23933,-0.00392,7260,0.00456,-8454,-0.16549,306984,-0.15702,291270,-0.0514,95309,-0.04293,79595,-0.0081,15018,-0.0176,32599,-0.0095,17581,-0.0064,11865,0.0017,-3153,-0.12287,227906,-0.11477,212888,-0.05089,94350,-0.04279,79332,-8615,-19728,-11113,-14330,-5715,-119002,-110387,-148794,-140179,"Trafford 016",49.77321
"287","E02001275",13748,0,0,1114,0,0,6587,0,378,5669,0,770.36902,392.36899,5463.417,-205.58299,6427.4521,-159.548,594.43298,216.433,5517.0869,-151.912,6530.71,-56.29,4677.7749,4299.7749,3253.0039,-2415.9961,4973.4292,-1613.571,5620.3892,5242.3892,2993.2,-2675.8,4389.2202,-2197.78,-0.02147,39829,-0.03757,69669,-0.0161,29840,-0.01971,36561,0.00176,-3268,-0.16945,314339,-0.14798,274510,-0.08378,155401,-0.06231,115572,-0.01736,32197,-0.02907,53890,-0.01171,21693,-0.01669,30947,0.00067,-1250,-0.12928,239807,-0.11192,207610,-0.07882,146195,-0.06146,113998,-11533,-22092,-10559,-13571,-2038,-112134,-100601,-162573,-151040,"Trafford 017",60.96093
"288","E02001276",13704,0,0,1277,0,0,5946,0,345,6136,0,924.35797,579.35797,5816.1821,-319.81799,5730.5059,-215.494,599.29199,254.29201,5954.4512,-181.549,5887.6782,-58.322,5636.3442,5291.3442,3363.918,-2772.082,3854.8831,-2091.1169,6183.3271,5838.3271,3271.5271,-2864.4729,3485.377,-2460.623,-0.00967,17935,-0.02247,41636,-0.0128,23701,-0.00803,14893,0.00164,-3042,-0.15859,294185,-0.14892,276250,-0.04747,88013,-0.0378,70078,-0.00736,13652,-0.01677,31052,-0.00941,17400,-0.00678,12573,0.00058,-1079,-0.11719,217362,-0.10983,203710,-0.0474,87894,-0.04004,74242,-7284,-17133,-9849,-9067,-1783,-105090,-97806,-131917,-124633,"Trafford 018",44.9459
"289","E02001277",19307,0,0,1512,0,0,9444,0,502,7849,0,1272.4871,770.487,7455.2178,-393.78201,9118.3555,-325.64499,3292.3711,2790.3711,5930.105,-1918.895,8728.4238,-715.57599,7577.8862,7075.8862,4368.1479,-3480.8521,6321.3369,-3122.6631,8561.4639,8059.4639,4124.1909,-3724.8091,5679.167,-3764.833,-0.01318,24446,-0.03183,58995,-0.01865,34549,0.03235,-60020,0.04553,-84466,-0.2208,409597,-0.20762,385151,-0.06411,118885,-0.05093,94439,-0.00978,18136,-0.02341,43376,-0.01363,25240,0.01281,-23768,0.02259,-41904,-0.16365,303550,-0.15387,285414,-0.06567,121777,-0.05589,103641,-11301,-26572,-15271,-30653,-19352,-161387,-150086,-209015,-197714,"Trafford 019",59.35357
"290","E02001278",12925,0,0,1846,0,0,6478,0,180,4421,0,697.33301,517.33301,4192.896,-228.104,6234.731,-243.26801,861.40802,681.40802,4104.6431,-316.35699,6160.6318,-317.36801,5061.4692,4881.4692,2378.5281,-2042.472,4110.2422,-2367.7581,5732.8032,5552.8032,2245.2959,-2175.7041,3724.8259,-2753.1741,-0.00695,12877,-0.02303,42667,-0.01609,29790,-0.00943,17480,-0.00248,4603,-0.1955,362659,-0.18856,349782,-0.09671,179369,-0.08976,166492,-0.00485,8998,-0.01612,29854,-0.01127,20856,-0.00756,14025,-0.00271,5027,-0.13779,255583,-0.13294,246585,-0.07561,140230,-0.07076,131232,-4420,-14154,-9734,-12609,-8189,-102368,-97948,-129006,-124586,"Trafford 020",65.07771
"291","E02001279",13273,0,0,1302,0,0,6861,0,475,4635,0,954.005,479.005,4431.498,-203.502,6616.3359,-244.664,759.46503,284.465,4469.1211,-165.879,6749.0918,-111.908,5160.7012,4685.7012,2637.947,-1997.053,4459.0508,-2401.949,5914.9238,5439.9238,2441.969,-2193.031,4013.127,-2847.873,-0.01312,24329,-0.02778,51485,-0.01466,27156,-0.01152,21369,0.00159,-2960,-0.16855,312645,-0.15543,288316,-0.05651,104796,-0.04339,80467,-0.00983,18221,-0.02035,37702,-0.01053,19481,-0.00935,17331,0.00048,-890,-0.12375,229522,-0.11392,211301,-0.05388,99904,-0.04405,81683,-11258,-21913,-10655,-14205,-2947,-115874,-104616,-145507,-134249,"Trafford 021",66.4207
"292","E02001280",11449,0,0,548,0,0,5809,0,372,4720,0,811.00897,439.009,4501.5889,-218.411,5604.7891,-204.211,1815.183,1443.183,3833.748,-886.25201,5274.6309,-534.36902,4481.5659,4109.5659,2754.606,-1965.394,3817.8921,-1991.108,5133.2231,4761.2231,2552.8059,-2167.1941,3412.27,-2396.73,-0.01114,20660,-0.01968,36467,-0.00854,15807,-5e-05,77,0.01109,-20583,-0.10675,198020,-0.09561,177360,-0.01825,33815,-0.00711,13155,-0.00836,15511,-0.01478,27370,-0.00641,11859,-0.00426,7885,0.00411,-7626,-0.08085,149956,-0.07248,134445,-0.02588,47969,-0.01751,32458,-9297,-17449,-8152,-24675,-15378,-89669,-80372,-114198,-104901,"Trafford 022",92.49827
"293","E02001281",17400,0,0,1835,0,0,8540,0,433,6592,0,1110.064,677.06403,6282.2651,-309.73499,8220.2969,-319.70401,1739.381,1306.381,5829.3711,-762.62903,8053.481,-486.51901,6710.624,6277.624,3774.145,-2817.855,5503.0459,-3036.9529,7665.7749,7232.7749,3493.98,-3098.02,4965.208,-3574.792,-0.01226,22728,-0.029,53751,-0.01675,31023,-0.00412,7630,0.00814,-15098,-0.18837,349417,-0.17611,326689,-0.05904,109476,-0.04678,86748,-0.0091,16863,-0.02121,39277,-0.01211,22414,-0.00623,11537,0.00287,-5326,-0.13893,257699,-0.12984,240836,-0.05835,108192,-0.04925,91329,-10215,-22557,-12342,-21730,-11515,-130366,-120151,-164683,-154468,"Trafford 023",111.8955
"294","E02001282",22883,0,0,3893,0,0,13119,0,330,5541,0,1005.043,675.04303,5352.668,-188.332,12717.715,-401.285,1086.894,756.89398,5290.4629,-250.537,12649.188,-469.81201,7977.354,7647.354,3324.824,-2216.176,8538.8486,-4580.1519,9557.9131,9227.9131,2990.7681,-2550.2319,7596.4521,-5522.5479,-0.01744,32346,-0.04994,92577,-0.0325,60231,-0.02862,53075,-0.01118,20729,-0.39841,739091,-0.38096,706745,-0.28577,530109,-0.26832,497763,-0.0117,21684,-0.03335,61802,-0.02166,40118,-0.01964,36411,-0.00794,14727,-0.26852,498113,-0.25683,476429,-0.19823,367706,-0.18654,346022,-9034,-22656,-13622,-20069,-11035,-158100,-149066,-201516,-192482,"Trafford 024",129.0688
"295","E02001283",50665,0,0,12763,0,0,20366,0,1209,16327,0,2484.262,1275.262,15814.213,-512.78699,19821.363,-544.63702,1628.889,419.88901,16132.896,-194.105,20172.049,-193.952,14566.511,13357.511,11014.105,-5312.895,14487.132,-5878.8682,18838.529,17629.529,9730.7666,-6596.2329,12652.525,-7713.4741,-0.05359,99417,-0.11027,204505,-0.05667,105088,-0.05596,103806,-0.00237,4389,-0.65224,1210031,-0.59865,1110614,-0.50277,932730,-0.44918,833313,-0.03861,71624,-0.07723,143206,-0.03862,71582,-0.0406,75314,-0.00199,3690,-0.45272,839862,-0.41411,768238,-0.36704,680899,-0.32843,609275,-27124,-46424,-19300,-31110,-3986,-228223,-201099,-315254,-288130,"Trafford 025",152.67422
"296","E02001284",7449,0,0,723,0,0,5605,0,88,1033,0,298.88699,210.88699,995.70898,-37.291,5442.3521,-162.64799,143.341,55.341,1021.948,-11.052,5561.9019,-43.098,2311.4961,2223.4961,659.11902,-373.88101,3848.2219,-1756.778,2908.647,2820.647,578.10101,-454.89899,3390.1899,-2214.8101,-0.00537,9945,-0.01909,35362,-0.01373,25417,-0.00667,12360,-0.0013,2415,-0.17183,318732,-0.16646,308787,-0.15139,280812,-0.14602,270867,-0.00375,6943,-0.01274,23587,-0.00899,16644,-0.00462,8554,-0.00087,1611,-0.11312,209816,-0.10937,202873,-0.10076,186875,-0.09701,179932,-3253,-9397,-6144,-4196,-943,-68281,-65028,-93998,-90745,"Trafford 026",114.06381
"297","E02001285",12480,0,0,1786,0,0,8597,0,168,1929,0,471.23099,303.23099,1876.0341,-52.966,8380.5254,-216.47501,1027.9821,859.98199,1658.698,-270.30301,8050.6479,-546.35199,3780.3899,3612.3899,1257.073,-671.927,6016.7969,-2580.2029,4872.3799,4704.3799,1094.2159,-834.784,5253,-3344,-0.01324,24545,-0.03286,60908,-0.01963,36363,-0.0278,51557,-0.01456,27012,-0.26164,485358,-0.24841,460813,-0.22591,419072,-0.21267,394527,-0.00918,17015,-0.02209,40921,-0.01291,23906,-0.01936,35913,-0.01019,18898,-0.17345,321742,-0.16427,304727,-0.15235,282592,-0.14317,265577,-6286,-14469,-8183,-19548,-13262,-97903,-91617,-137091,-130805,"Trafford 027",160.85773
"298","E02001286",15900,0,0,870,0,0,9419,0,697,4914,0,1146.157,449.15701,4724.354,-189.646,9177.3799,-241.62,804.61499,107.615,4843.1611,-70.839,9385.8301,-33.169,4835.0132,4138.0132,3296.876,-1617.124,7051.4561,-2367.5439,6183.8052,5486.8052,2927.5549,-1986.4449,6142.2432,-3276.7571,-0.01069,19836,-0.02936,54413,-0.01866,34577,-0.0103,19103,0.00039,-733,-0.2329,432054,-0.22221,412218,-0.16735,310443,-0.15666,290607,-0.01007,18684,-0.02293,42495,-0.01286,23811,-0.00996,18467,0.00012,-217,-0.16207,300644,-0.152,281960,-0.12296,228080,-0.11289,209396,-17127,-29005,-11878,-17859,-732,-133780,-116653,-193106,-175979,"Trafford 028",131.66957
"299","E02001287",8016,0,0,245,0,0,2637,0,348,4786,0,564.828,216.828,4631.8359,-154.16299,2580.885,-56.115,498.02701,150.02699,4651.7671,-134.233,2622.4619,-14.538,2447.3979,2099.3979,3270.5691,-1515.431,2107.0259,-529.974,3164.9419,2816.9419,2867.1951,-1918.8051,1818.217,-818.78302,-0.0033,6111,-0.00178,3278,0.00152,-2833,0.00332,-6164,0.00662,-12275,0.03364,-62431,0.03694,-68542,0.1203,-223206,0.12359,-229317,-0.00977,18116,-0.01003,18588,-0.00026,472,-0.00609,11295,0.00368,-6821,0.00367,-6838,0.01344,-24954,0.05142,-95424,0.06119,-113540,-9640,-12562,-2922,-10054,-414,-35925,-26285,-55163,-45523,"Wigan 001",188.20908
