"","id","msoa1","msoa2","all","light_rail","bus","taxi","motorbike","car_driver","car_passenger","bicycle","foot","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","rail","dist","geo_label_o","geo_label_d","dist_fast","dist_quiet","time_fast","time_quiet","cirquity","distq_f","avslope","avslope_q","clc"
"99242","E02003768 E02003773","E02003768","E02003773",32,0,1,0,1,25,2,0,3,0,0.43,0.43,2.96,-0.34,0,0,3,0,1.12,1.12,2.89,-0.87,3.22,3.22,2.7,-2.51,-3e-04,562,-3e-04,562,0,0,0,0,-0.00077,1428,-0.00077,1428,-0.00177,3277,-0.00177,3277,-356,-356,0,0,-921,-921,-2648,-2648,0,15.67711,"Huntingdonshire 016","Huntingdonshire 021",20.705,20.707,8260,8862,1.32072,1.0001,51.67834,1.188,0
"99243","E02003768 E02003774","E02003768","E02003774",45,0,0,0,1,35,2,4,3,0,4.58,0.58,2.96,-0.49,6.5,2.5,2.69,-2.19,4.04,0.04,3,-0.03,6.18,2.18,2.87,-1.85,-0.00317,5887,-0.00041,757,-0.00431,7992,-0.00154,2862,-0.00279,5181,-3e-05,51,-0.00407,7544,-0.0013,2414,-4390,-546,-6262,-2418,-3881,-37,-5896,-2052,0,17.06569,"Huntingdonshire 016","Huntingdonshire 022",21.822,21.816,8686,9362,1.27871,0.99973,52.24086,1.19179,8.88889
"99244","E02003768 E02003775","E02003768","E02003775",37,0,1,0,1,28,3,2,1,0,3.19,1.19,0.96,-0.95,3.4,1.4,0.91,-0.93,5.14,3.14,0.98,-2.74,8.69,6.69,0.87,-5.56,-0.00176,3261,-7e-04,1298,-0.00175,3247,-0.00069,1284,-0.00285,5290,-0.00179,3327,-0.00349,6466,-0.00243,4503,-1448,-601,-1440,-593,-2589,-1742,-4377,-3530,1,10.11143,"Huntingdonshire 016","South Cambridgeshire 001",12.488,12.488,4844,5226,1.23504,1,29.62844,1.10506,5.40541
"99245","E02003768 E02003777","E02003768","E02003777",88,0,1,0,0,79,5,2,0,0,4.62,2.62,0,-2.41,3.12,1.12,0,-1.02,10.64,8.64,0,-7.88,18.71,16.71,0,-15.31,-0.00306,5666,-0.00177,3280,-0.00198,3679,-7e-04,1293,-0.00668,12398,-0.0054,10012,-0.00811,15051,-0.00683,12665,-2964,-1663,-2005,-704,-6743,-5442,-11864,-10563,1,10.13914,"Huntingdonshire 016","South Cambridgeshire 003",13.611,13.611,5138,5458,1.34242,1,15.4287,0.74205,2.27273
"99247","E02003768 E02003779","E02003768","E02003779",96,0,11,0,0,80,5,0,0,0,1.84,1.84,0,-1.53,0,0,0,0,5.99,5.99,0,-4.99,13.45,13.45,0,-11.21,-0.00136,2530,-0.00136,2530,0,0,0,0,-0.00438,8123,-0.00438,8123,-0.00704,13057,-0.00704,13057,-1344,-1344,0,0,-4379,-4379,-9840,-9840,0,10.66131,"Huntingdonshire 016","South Cambridgeshire 005",17.248,17.248,6918,7294,1.61781,1,25.5102,0.7769,0
"99248","E02003768 E02003780","E02003768","E02003780",38,0,2,0,1,34,0,0,1,0,0.62,0.62,0.98,-0.56,0,0,1,0,1.77,1.77,0.95,-1.59,4.45,4.45,0.88,-3.99,-0.00045,833,-0.00045,833,0,0,0,0,-0.00127,2350,-0.00127,2350,-0.00253,4694,-0.00253,4694,-543,-543,0,0,-1550,-1550,-3898,-3898,0,15.93348,"Huntingdonshire 016","South Cambridgeshire 006",19.208,19.208,7470,7868,1.20551,1,23.94835,0.80696,0
"99249","E02003768 E02003781","E02003768","E02003781",74,0,2,0,2,65,4,1,0,0,1.98,0.98,0,-0.87,1.41,0.41,0,-0.37,2.07,1.07,0,-0.96,6.58,5.58,0,-4.97,-0.00147,2731,-0.00073,1348,-0.00102,1897,-0.00028,514,-0.00153,2838,-0.00078,1455,-0.0045,8352,-0.00376,6969,-2097,-1038,-1495,-436,-2202,-1143,-6997,-5938,0,19.32488,"Huntingdonshire 016","South Cambridgeshire 007",23.464,23.919,9362,9882,1.21419,1.01939,25.1449,0.79017,1.35135
"99250","E02003768 E02003783","E02003768","E02003783",17,0,1,0,0,13,1,1,1,0,1.24,0.24,0.99,-0.2,1.67,0.67,1,-0.62,1.06,0.06,0.97,0,1.72,0.72,0.9,-0.49,-0.00092,1703,-0.00017,320,-0.00119,2215,-0.00045,832,-0.00077,1437,-3e-05,54,-0.00113,2091,-0.00038,708,-1207,-215,-1653,-661,-992,0,-1518,-526,0,15.58654,"Huntingdonshire 016","South Cambridgeshire 009",21.005,20.901,8364,8694,1.34764,0.99505,28.56463,0.7081,5.88235
"99251","E02003768 E02003784","E02003768","E02003784",31,0,0,0,0,29,0,2,0,0,2.39,0.39,0,-0.39,4.43,2.43,0,-2.43,2,0,0,0,3.2,1.2,0,-1.2,-0.00168,3113,-0.00028,516,-0.00302,5597,-0.00162,3000,-0.0014,2597,0,0,-0.00211,3911,-0.00071,1314,-2481,-402,-4613,-2534,-2079,0,-3333,-1254,0,14.43031,"Huntingdonshire 016","South Cambridgeshire 010",20.539,20.536,9236,9680,1.42332,0.99985,63.29422,1.16381,6.45161
"99252","E02003768 E02006873","E02003768","E02006873",51,0,1,0,0,43,6,1,0,0,2.1,1.1,0,-0.96,2.44,1.44,0,-1.31,4.3,3.3,0,-2.83,8.88,7.88,0,-6.78,-0.00154,2858,-8e-04,1488,-0.0017,3157,-0.00096,1787,-0.00294,5447,-0.0022,4077,-0.00419,7764,-0.00345,6394,-1379,-709,-1638,-968,-2761,-2091,-5679,-5009,0,11.02818,"Huntingdonshire 016","South Cambridgeshire 020",14.527,14.734,6384,7074,1.31726,1.01425,60.57686,1.49315,1.96078
"99253","E02003768 E02006874","E02003768","E02006874",171,0,1,0,1,142,8,9,8,2,16.38,7.38,7.63,-6.47,19.77,10.77,7.51,-9.4,36.6,27.6,6.65,-24.19,54.02,45.02,5.78,-39.46,-0.00732,13587,-0.00331,6147,-0.00848,15737,-0.00447,8297,-0.01572,29158,-0.01171,21718,-0.0158,29320,-0.01179,21880,-6944,-3127,-8361,-4544,-15505,-11688,-22889,-19072,0,7.69458,"Huntingdonshire 016","South Cambridgeshire 021",9.5,9.5,4238,4606,1.23463,1,54.73684,1.44211,5.26316
"99254","E02003769 E02003770","E02003769","E02003770",108,0,2,0,0,92,3,4,7,0,8.94,4.94,6.66,-4.36,9.38,5.38,6.34,-4.35,26.45,22.45,5.68,-20.12,37.95,33.95,4.87,-30.26,-0.00321,5957,-0.00183,3397,-0.00306,5672,-0.00168,3112,-0.00925,17156,-0.00787,14596,-0.00856,15879,-0.00718,13319,-3076,-1765,-3076,-1765,-9449,-8138,-13550,-12239,0,6.08948,"Huntingdonshire 017","Huntingdonshire 018",7.92,7.92,3384,3450,1.3006,1,88.38384,1.08586,3.7037
"99255","E02003769 E02003771","E02003769","E02003771",155,0,1,0,1,131,10,2,9,0,9.84,7.84,8.54,-6.72,4.06,2.06,8.98,-1.96,40.79,38.79,6.79,-33.35,56.15,54.15,5.87,-46.47,-0.00372,6908,-0.00299,5542,-0.00149,2761,-0.00075,1395,-0.01458,27052,-0.01385,25686,-0.0125,23197,-0.01177,21831,-3417,-2756,-1463,-802,-14343,-13682,-19729,-19068,1,6.69305,"Huntingdonshire 017","Huntingdonshire 019",8.052,8.052,3176,3238,1.20304,1,60.85445,0.77,1.29032
"99256","E02003769 E02003772","E02003769","E02003772",77,0,0,0,0,69,2,2,3,0,5.01,3.01,2.88,-2.77,3.44,1.44,2.93,-1.32,15.87,13.87,2.47,-12.77,24.43,22.43,2.12,-20.64,-0.00213,3945,-0.00128,2373,-0.0014,2597,-0.00055,1025,-0.00637,11811,-0.00552,10239,-0.00639,11850,-0.00554,10278,-2055,-1232,-1417,-594,-6497,-5674,-10004,-9181,1,7.39694,"Huntingdonshire 017","Huntingdonshire 020",8.448,8.446,3444,3556,1.14209,0.99976,107.7178,1.34975,2.5974
"99257","E02003769 E02003773","E02003769","E02003773",117,0,3,0,0,91,15,1,7,0,6.02,5.02,6.7,-3.94,3.71,2.71,6.63,-1.81,25.13,24.13,5.62,-19.05,37.17,36.17,4.89,-28.48,-0.00265,4917,-0.00224,4157,-0.00141,2623,-0.001,1863,-0.01051,19498,-0.0101,18738,-0.00968,17963,-0.00927,17203,-2194,-1876,-1183,-865,-9387,-9069,-13877,-13559,0,8.15443,"Huntingdonshire 017","Huntingdonshire 021",9.334,9.338,3814,3882,1.14465,1.00043,58.92436,0.74963,0.8547
"99258","E02003769 E02003774","E02003769","E02003774",106,0,0,0,2,95,4,2,3,0,5.71,3.71,2.89,-3.39,4.83,2.83,2.83,-2.54,18.97,16.97,2.54,-15.52,30.75,28.75,2.2,-26.28,-0.00268,4976,-0.00175,3247,-0.00211,3919,-0.00118,2190,-0.00844,15663,-0.00751,13934,-0.00891,16525,-0.00797,14796,-2531,-1648,-2129,-1246,-8425,-7542,-13659,-12776,0,8.47958,"Huntingdonshire 017","Huntingdonshire 022",9.472,9.472,3904,4024,1.11704,1,107.68581,1.28801,1.88679
"99260","E02003769 E02006873","E02003769","E02006873",22,0,0,0,0,20,2,0,0,0,0.29,0.29,0,-0.27,0,0,0,0,0.73,0.73,0,-0.66,2.14,2.14,0,-1.95,-0.00022,398,-0.00022,398,0,0,0,0,-0.00053,981,-0.00053,981,-0.00129,2401,-0.00129,2401,-287,-287,0,0,-713,-713,-2103,-2103,0,14.95527,"Huntingdonshire 017","South Cambridgeshire 020",21.297,21.155,8606,8966,1.42405,0.99333,45.07677,0.84141,0
"99261","E02003769 E02006874","E02003769","E02006874",66,0,0,1,0,64,1,0,0,0,1.07,1.07,0,-1.04,0,0,0,0,3.94,3.94,0,-3.82,9.5,9.5,0,-9.21,-0.00078,1454,-0.00078,1454,0,0,0,0,-0.00282,5234,-0.00282,5234,-0.00446,8267,-0.00446,8267,-822,-822,0,0,-3030,-3030,-7302,-7302,0,10.85994,"Huntingdonshire 017","South Cambridgeshire 021",15.564,15.588,6852,7006,1.43316,1.00154,111.79645,1.25096,0
"99262","E02003770 E02003771","E02003770","E02003771",337,0,4,1,2,235,35,29,28,0,52.23,23.23,25.88,-17.71,49.18,20.18,26.01,-15.12,145.82001,116.82,17.47,-89.29,163.83,134.83,15.82,-103.01,-0.00492,9124,-0.0022,4084,-0.00441,8189,-0.0017,3149,-0.01331,24685,-0.01059,19645,-0.01072,19881,-0.008,14841,-4543,-2033,-4246,-1736,-12767,-10257,-14343,-11833,3,1.43088,"Huntingdonshire 018","Huntingdonshire 019",2.258,2.258,766,798,1.57804,1,101.86005,1.24004,8.60534
"99263","E02003770 E02003772","E02003770","E02003772",123,0,1,1,0,108,5,1,7,0,10.18,9.18,6.47,-8.13,1,0,7,0,52.24,51.24,4.09,-45.4,59.98,58.98,3.64,-52.25,-0.00176,3271,-0.0016,2976,-0.00016,295,0,0,-0.00873,16199,-0.00857,15904,-0.00687,12742,-0.00671,12447,-1758,-1596,-162,0,-9081,-8919,-10427,-10265,0,2.98118,"Huntingdonshire 018","Huntingdonshire 020",3.901,3.901,1490,1526,1.30854,1,74.33991,1.02538,0.81301
"99264","E02003770 E02003773","E02003770","E02003773",311,0,5,4,3,228,35,16,17,1,37.24,21.24,15.77,-16.43,24.49,8.49,16.38,-6.81,129.14,113.14,10.54,-87.34,150.03,134.03,9.33,-103.49,-0.00517,9596,-0.00297,5502,-0.00324,6014,-0.00103,1920,-0.01734,32172,-0.01513,28078,-0.0144,26709,-0.01219,22615,-4549,-2580,-3039,-1070,-15695,-13726,-18235,-16266,2,2.50753,"Huntingdonshire 018","Huntingdonshire 021",3.087,3.087,1174,1280,1.23109,1,106.8999,1.74927,5.14469
"99265","E02003770 E02003774","E02003770","E02003774",210,0,1,2,3,161,20,20,2,0,34.69,14.69,1.85,-12.45,26.85,6.85,1.94,-5.82,82.48,62.48,1.32,-52.92,98.09,78.09,1.15,-66.15,-0.00815,15125,-0.00344,6377,-0.00617,11447,-0.00146,2699,-0.01871,34703,-0.01399,25955,-0.01713,31787,-0.01242,23039,-7048,-2974,-5466,-1392,-16708,-12634,-19870,-15796,1,3.89126,"Huntingdonshire 018","Huntingdonshire 022",4.725,4.719,1848,1962,1.21426,0.99873,76.19048,1.05955,9.52381
"99267","E02003770 E02003779","E02003770","E02003779",16,0,0,0,0,15,1,0,0,0,0.19,0.19,0,-0.18,0,0,0,0,0.45,0.45,0,-0.42,1.44,1.44,0,-1.35,-0.00014,266,-0.00014,266,0,0,0,0,-0.00033,615,-0.00033,615,-0.00091,1696,-0.00091,1696,-204,-204,0,0,-478,-478,-1524,-1524,0,17.99827,"Huntingdonshire 018","South Cambridgeshire 005",22.128,22.13,8794,9346,1.22945,1.00009,60.55676,1.18391,0
"99269","E02003770 E02003784","E02003770","E02003784",31,0,0,0,0,30,1,0,0,0,0.37,0.37,0,-0.36,0,0,0,0,0.81,0.81,0,-0.79,2.7,2.7,0,-2.61,-0.00027,493,-0.00027,493,0,0,0,0,-0.00059,1089,-0.00059,1089,-0.00174,3222,-0.00174,3222,-414,-414,0,0,-919,-919,-3036,-3036,0,17.39932,"Huntingdonshire 018","South Cambridgeshire 010",22.906,22.704,9796,10176,1.31649,0.99118,52.38802,1.00863,0
"99270","E02003770 E02003787","E02003770","E02003787",98,0,0,0,0,84,4,4,5,1,5.84,1.84,4.9,-1.65,6,2,5,-1.9,7.59,3.59,4.76,-3.15,15.99,11.99,4.3,-10.65,-0.00393,7284,-0.0012,2220,-0.00407,7551,-0.00134,2487,-0.00487,9036,-0.00214,3972,-0.0074,13729,-0.00467,8665,-3940,-1224,-4127,-1411,-5056,-2340,-10628,-7912,0,10.40566,"Huntingdonshire 018","South Cambridgeshire 013",14.601,14.563,6590,6858,1.40318,0.9974,102.73269,1.33901,4.08163
"99271","E02003770 E02006873","E02003770","E02006873",71,0,4,0,0,62,4,0,1,0,1.66,1.66,0.98,-1.45,0,0,1,0,6.4,6.4,0.91,-5.59,12.75,12.75,0.82,-11.13,-0.00118,2191,-0.00118,2191,0,0,0,0,-0.00421,7816,-0.00421,7816,-0.00547,10150,-0.00547,10150,-1074,-1074,0,0,-4147,-4147,-8261,-8261,0,12.09544,"Huntingdonshire 018","South Cambridgeshire 020",14.587,14.585,5934,6308,1.20599,0.99986,47.98793,0.98732,0
"99272","E02003770 E02006874","E02003770","E02006874",91,0,1,0,2,84,3,0,0,1,1.9,1.9,0,-1.75,0,0,0,0,8.45,8.45,0,-7.8,17.67,17.67,0,-16.31,-0.00118,2182,-0.00118,2182,0,0,0,0,-0.00484,8986,-0.00484,8986,-0.00664,12314,-0.00664,12314,-1119,-1119,0,0,-4990,-4990,-10428,-10428,0,9.10875,"Huntingdonshire 018","South Cambridgeshire 021",12.569,12.569,5566,5960,1.37988,1,136.84462,2.06063,0
"99273","E02003771 E02003772","E02003771","E02003772",353,0,4,0,0,176,28,27,114,1,57.07,30.07,103.5,-16.24,38.02,11.02,110.01,-5.85,174.28,147.28,62.44,-79.48,181.47,154.47,59.93,-83.36,-0.00199,3686,-0.00104,1921,-0.00127,2351,-0.00032,586,-0.00554,10279,-0.00459,8514,-0.00142,2632,-0.00047,867,-3195,-1679,-2119,-603,-9734,-8218,-10136,-8620,3,1.5609,"Huntingdonshire 019","Huntingdonshire 020",2.081,2.081,892,904,1.33321,1,38.44306,0.76886,7.64873
"99274","E02003771 E02003773","E02003771","E02003773",738,0,11,5,3,309,46,99,257,2,159.17999,60.18,232.81,-29.12,145.74001,46.74,236.91,-20.96,358.94,259.94,152.39,-125.62,373.32999,274.32999,146.60001,-132.57001,-0.00338,6269,-0.00127,2356,-0.0028,5186,-0.00069,1273,-0.0069,12795,-0.00479,8882,-0.00037,687,0.00174,-3226,-7017,-2648,-6275,-1906,-15795,-11426,-16428,-12059,6,1.46142,"Huntingdonshire 019","Huntingdonshire 021",1.788,1.79,824,840,1.22347,1.00112,44.74273,0.67039,13.41463
"99275","E02003771 E02003774","E02003771","E02003774",412,0,53,6,0,207,33,44,66,0,78.49,34.49,59.83,-19.39,74.47,30.47,59.41,-18.21,195.27,151.27,38.82,-85.14,211.06,167.06,36,-94.01,-0.00752,13945,-0.00329,6107,-0.00652,12093,-0.00229,4255,-0.01785,33123,-0.01363,25285,-0.0127,23555,-0.00847,15717,-6372,-2803,-6156,-2587,-15877,-12308,-17160,-13591,3,2.47098,"Huntingdonshire 019","Huntingdonshire 022",2.905,2.899,1250,1340,1.17565,0.99793,51.63511,0.89686,10.67961
"99276","E02003771 E02003787","E02003771","E02003787",28,0,0,0,0,26,1,0,0,0,0.61,0.61,0,-0.56,0,0,0,0,2.5,2.5,0,-2.32,5.14,5.14,0,-4.78,-0.00039,726,-0.00039,726,0,0,0,0,-0.00152,2817,-0.00152,2817,-0.00205,3802,-0.00205,3802,-393,-393,0,0,-1618,-1618,-3331,-3331,1,10.57229,"Huntingdonshire 019","South Cambridgeshire 013",13.706,13.708,6448,6628,1.29641,1.00015,92.66015,1.20368,0
"99277","E02003771 E02006873","E02003771","E02006873",45,0,1,0,1,39,4,0,0,0,0.96,0.96,0,-0.83,0,0,0,0,3.48,3.48,0,-3.02,7.31,7.31,0,-6.34,-0.00068,1260,-0.00068,1260,0,0,0,0,-0.00244,4524,-0.00244,4524,-0.00336,6233,-0.00336,6233,-654,-654,0,0,-2383,-2383,-5007,-5007,0,13.2949,"Huntingdonshire 019","South Cambridgeshire 020",15.537,15.543,6472,6800,1.16864,1.00039,45.69737,0.87499,0
"99278","E02003771 E02006874","E02003771","E02006874",54,0,0,0,0,46,6,1,1,0,2.16,1.16,0.98,-1.01,2.46,1.46,1,-1.23,5.06,4.06,0.91,-3.55,10.42,9.42,0.81,-8.2,-0.00137,2541,-0.00072,1326,-0.00152,2819,-0.00087,1604,-0.00295,5476,-0.0023,4261,-0.00414,7680,-0.00349,6465,-1211,-661,-1354,-804,-2879,-2329,-5927,-5377,0,10.47969,"Huntingdonshire 019","South Cambridgeshire 021",12.893,12.893,5772,6142,1.23028,1,118.66905,1.83821,1.85185
"99279","E02003772 E02003773","E02003772","E02003773",251,0,9,1,3,172,15,29,21,1,49.54,20.54,19.05,-15.9,53.91,24.91,18.61,-19.19,119.25,90.25,12.49,-70.02,128,99,11.66,-76.79,-0.00504,9358,-0.0021,3889,-0.00524,9717,-0.00229,4248,-0.01174,21788,-0.0088,16319,-0.00923,17131,-0.00629,11662,-4762,-1983,-5173,-2394,-11513,-8734,-12358,-9579,0,1.72355,"Huntingdonshire 020","Huntingdonshire 021",2.452,2.457,972,978,1.42264,1.00204,57.09625,0.6512,11.55378
"99280","E02003772 E02003774","E02003772","E02003774",422,0,7,0,2,256,33,48,72,4,75.38,27.38,66.63,-18.66,65.67,17.67,69.23,-12.6,181.92,133.92,45.51,-91.1,198.25999,150.25999,42.62,-102.48,-0.00352,6537,-0.00125,2323,-0.00309,5724,-0.00081,1510,-0.00802,14887,-0.00575,10673,-0.00577,10704,-0.0035,6490,-3793,-1366,-3345,-918,-9105,-6678,-9937,-7510,0,1.10634,"Huntingdonshire 020","Huntingdonshire 022",1.433,1.544,710,798,1.29526,1.07746,104.67551,2.20207,11.37441
"99281","E02003772 E02003787","E02003772","E02003787",15,0,0,0,0,15,0,0,0,0,0.3,0.3,0,-0.3,0,0,0,0,1.18,1.18,0,-1.18,2.55,2.55,0,-2.55,-0.00021,395,-0.00021,395,0,0,0,0,-0.00078,1444,-0.00078,1444,-0.0011,2043,-0.0011,2043,-216,-216,0,0,-861,-861,-1858,-1858,0,11.20786,"Huntingdonshire 020","South Cambridgeshire 013",14.37,14.375,6596,6766,1.28214,1.00035,92.55393,1.17565,0
"99282","E02003772 E02006873","E02003772","E02006873",27,0,0,0,0,27,0,0,0,0,0.5,0.5,0,-0.5,0,0,0,0,1.71,1.71,0,-1.71,3.88,3.88,0,-3.88,-0.00036,669,-0.00036,669,0,0,0,0,-0.00123,2281,-0.00123,2281,-0.00192,3561,-0.00192,3561,-419,-419,0,0,-1437,-1437,-3269,-3269,0,14.75683,"Huntingdonshire 020","South Cambridgeshire 020",16.63,16.554,7028,7346,1.12694,0.99543,46.30186,0.91821,0
"99283","E02003772 E02006874","E02003772","E02006874",65,0,0,0,0,59,4,1,0,0,2.19,1.19,0,-1.09,1,0,0,0,4.68,3.68,0,-3.4,10.54,9.54,0,-8.8,-0.00161,2976,-0.00087,1611,-0.00074,1365,0,0,-0.0032,5940,-0.00247,4575,-0.00492,9135,-0.00419,7770,-1479,-804,-675,0,-3177,-2502,-7158,-6483,1,12.03358,"Huntingdonshire 020","South Cambridgeshire 021",14.481,14.484,6540,6868,1.20338,1.00021,109.79905,1.71914,1.53846
"99284","E02003773 E02003774","E02003773","E02003774",668,0,34,8,4,409,65,86,62,0,140.17999,54.18,56.23,-38.08,123.3,37.3,58.07,-26.37,312.79001,226.78999,37.89,-159.57001,339.59,253.59,35.03,-178.37,-0.01524,28278,-0.00591,10956,-0.01303,24172,-0.00369,6850,-0.03291,61065,-0.02358,43743,-0.02624,48678,-0.0169,31356,-13444,-5215,-11850,-3621,-30100,-21871,-32673,-24444,0,1.92303,"Huntingdonshire 021","Huntingdonshire 022",2.659,2.658,1094,1174,1.38271,0.99962,63.93381,0.97818,12.87425
"99286","E02003773 E02003779","E02003773","E02003779",21,0,0,0,0,21,0,0,0,0,0.24,0.24,0,-0.24,0,0,0,0,0.51,0.51,0,-0.51,1.76,1.76,0,-1.76,-0.00018,324,-0.00018,324,0,0,0,0,-0.00037,685,-0.00037,685,-0.00117,2174,-0.00117,2174,-286,-286,0,0,-608,-608,-2103,-2103,0,19.71333,"Huntingdonshire 021","South Cambridgeshire 005",23.41,23.412,9410,9962,1.18752,1.00009,60.23067,1.1618,0
"99288","E02003773 E02003784","E02003773","E02003784",17,0,0,0,0,15,1,0,0,0,0.19,0.19,0,-0.17,0,0,0,0,0.39,0.39,0,-0.35,1.4,1.4,0,-1.23,-0.00014,259,-0.00014,259,0,0,0,0,-0.00028,525,-0.00028,525,-0.00095,1759,-0.00095,1759,-208,-208,0,0,-423,-423,-1509,-1509,1,18.49068,"Huntingdonshire 021","South Cambridgeshire 010",24.188,23.986,10412,10792,1.30812,0.99165,52.50537,0.99641,0
"99289","E02003773 E02003787","E02003773","E02003787",52,0,0,0,2,43,6,0,0,0,1.35,1.35,0,-1.11,0,0,0,0,6.09,6.09,0,-5.03,11.43,11.43,0,-9.45,-8e-04,1480,-8e-04,1480,0,0,0,0,-0.00334,6199,-0.00334,6199,-0.00411,7633,-0.00411,7633,-682,-682,0,0,-3090,-3090,-5802,-5802,1,9.51348,"Huntingdonshire 021","South Cambridgeshire 013",12.066,12.066,5680,5844,1.26831,1,98.62423,1.26803,0
"99290","E02003773 E02006873","E02003773","E02006873",47,0,2,0,0,42,3,0,0,0,0.94,0.94,0,-0.84,0,0,0,0,3.36,3.36,0,-2.99,7.29,7.29,0,-6.51,-0.00069,1275,-0.00069,1275,0,0,0,0,-0.00244,4517,-0.00244,4517,-0.00348,6452,-0.00348,6452,-673,-673,0,0,-2412,-2412,-5246,-5246,0,13.34683,"Huntingdonshire 021","South Cambridgeshire 020",15.869,15.867,6550,6924,1.18897,0.99987,48.52228,0.97057,0
"99291","E02003773 E02006874","E02003773","E02006874",109,0,2,2,2,98,3,0,0,0,2.21,2.21,0,-1.98,0,0,0,0,8.78,8.78,0,-7.9,18.75,18.75,0,-16.86,-0.00157,2909,-0.00157,2909,0,0,0,0,-0.00575,10660,-0.00575,10660,-0.00804,14925,-0.00804,14925,-1441,-1441,0,0,-5736,-5736,-12248,-12248,2,10.94289,"Huntingdonshire 021","South Cambridgeshire 021",14.28,14.28,6198,6382,1.30496,1,93.13725,1.21148,0
"99293","E02003774 E02003787","E02003774","E02003787",34,0,0,0,0,32,1,0,0,0,0.68,0.68,0,-0.64,0,0,0,0,2.67,2.67,0,-2.51,5.74,5.74,0,-5.4,-0.00046,856,-0.00046,856,0,0,0,0,-0.00171,3172,-0.00171,3172,-0.00241,4478,-0.00241,4478,-469,-469,0,0,-1847,-1847,-3979,-3979,1,10.93196,"Huntingdonshire 022","South Cambridgeshire 013",14.477,14.422,6608,6718,1.32428,0.9962,91.17911,1.15795,0
"99294","E02003774 E02006873","E02003774","E02006873",25,0,0,0,0,23,1,1,0,0,1.44,0.44,0,-0.42,1.5,0.5,0,-0.45,1.74,0.74,0,-0.74,3.34,2.34,0,-2.29,-0.00096,1783,-0.00031,569,-0.00096,1781,-0.00031,567,-0.0012,2216,-0.00054,1002,-0.00187,3469,-0.00122,2255,-1174,-370,-1206,-402,-1455,-651,-2828,-2024,0,15.26838,"Huntingdonshire 022","South Cambridgeshire 020",17.397,17.396,7338,7692,1.13941,0.99994,48.28419,0.94275,4
"99295","E02003774 E02006874","E02003774","E02006874",73,0,0,0,1,66,5,1,0,0,2.25,1.25,0,-1.15,1,0,0,0,4.7,3.7,0,-3.34,10.99,9.99,0,-9.11,-0.00154,2856,-0.00089,1642,-0.00065,1214,0,0,-0.00322,5978,-0.00257,4764,-0.00517,9587,-0.00451,8373,-1637,-888,-749,0,-3343,-2594,-7817,-7068,0,12.77295,"Huntingdonshire 022","South Cambridgeshire 021",15.248,15.326,6850,7214,1.19377,1.00512,108.86674,1.70299,1.36986
"99296","E02003775 E02003776","E02003775","E02003776",103,0,0,0,3,85,8,6,1,0,12.77,6.77,0.93,-5.93,6,0,1,0,35.21,29.21,0.67,-25.58,43.52,37.52,0.59,-32.87,-0.00382,7090,-0.00202,3745,-0.0018,3345,0,0,-0.0104,19286,-0.00859,15941,-0.00878,16295,-0.00698,12950,-3862,-2044,-1818,0,-10633,-8815,-13145,-11327,0,5.60069,"South Cambridgeshire 001","South Cambridgeshire 002",6.776,6.77,2718,2786,1.20985,0.99911,36.89492,0.59084,5.82524
"99297","E02003775 E02003777","E02003775","E02003777",215,0,5,0,2,184,9,14,0,0,34.88,20.88,0,-19.11,29.74,15.74,0,-14.5,106.7,92.7,0,-84.86,113.03,99.03,0,-90.65,-0.00599,11120,-0.00359,6658,-0.00494,9162,-0.00253,4700,-0.01852,34354,-0.01611,29892,-0.01473,27322,-0.01232,22860,-6249,-3742,-5351,-2844,-19126,-16619,-20260,-17753,1,3.42805,"South Cambridgeshire 001","South Cambridgeshire 003",3.831,3.84,1640,1622,1.11754,1.00235,5.22057,0.28646,6.51163
"99298","E02003775 E02003778","E02003775","E02003778",65,0,0,0,0,56,2,7,0,0,8.86,1.86,0,-1.79,10.55,3.55,0,-3.28,8.76,1.76,0,-1.72,13.48,6.48,0,-6.33,-0.00541,10026,-0.00113,2104,-0.00629,11666,-0.00202,3744,-0.0053,9840,-0.00103,1918,-0.00677,12558,-0.0025,4636,-5877,-1246,-6908,-2277,-5828,-1197,-9038,-4407,0,10.55029,"South Cambridgeshire 001","South Cambridgeshire 004",13.69,13.366,5248,5282,1.29759,0.97633,23.37473,0.4489,10.76923
