"","geo_code","geo_label","all","bicycle","foot","car_driver","car_passenger","train","light_rail","bus","taxi","motorbike","other","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_sld","ebike_sid","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","avslope"
"2601","E02002746","North East Lincolnshire 021",3851,181,257,2833,234,16,8,210,25,51,36,415.54599,234.54601,236.60001,2656.9839,-176.01601,289.73001,108.73,243.144,2754.9529,-78.047,1258.382,1077.382,159.797,2029.125,-803.875,1459.923,1278.923,151.94099,1865.912,-967.08801,-0.14187,263192,-0.08304,154060,-0.0835,154892,-0.02467,45760,-0.40237,746503,-0.34355,637371,-0.3501,649524,-0.29127,540392,-79628,-46417,-51096,-17885,-234948,-201737,-299216,-266005,0.40843
"2720","E02002724","East Riding of Yorkshire 041",3802,501,551,2053,470,38,1,122,16,33,17,709.38898,208.38901,498.04001,1935.189,-117.811,524.229,23.229,547.22498,2039.405,-13.595,1216.4659,715.466,363.49399,1650.361,-402.63901,1298.089,797.08899,361.629,1593.304,-459.69601,-0.10057,186564,-0.03074,57018,-0.07803,144761,-0.0082,15215,-0.14054,260732,-0.07072,131186,-0.14398,267097,-0.07415,137551,-67092,-20571,-52590,-6069,-105417,-58896,-139931,-93410,0.1219
"2750","E02002753","North Lincolnshire 005",3815,123,232,2982,291,24,2,79,8,52,22,276.66,153.66,221.467,2859.9351,-122.065,172.535,49.535,228.54201,2943.166,-38.834,989.02698,866.02698,168.774,2300.531,-681.46899,1256.234,1133.234,150.90199,2086.1321,-895.86798,-0.08038,149098,-0.04398,81586,-0.0504,93495,-0.01401,25983,-0.23566,437201,-0.19927,369689,-0.22681,420778,-0.19042,353266,-47335,-25723,-30404,-8792,-148970,-127358,-204481,-182869,1.00934
"2814","E02002654","Kingston upon Hull 003",2024,211,178,901,214,12,0,414,36,40,18,346.70099,135.701,162.48,836.15198,-64.848,273.53,62.53,169.53,872.70599,-28.294,721.12701,510.12701,115.772,662.81799,-238.18201,825.5,614.5,111.769,606.88898,-294.11099,-0.15661,290508,-0.06215,115276,-0.11667,216442,-0.02222,41210,-0.31123,577380,-0.21677,402148,-0.27037,501576,-0.17591,326344,-48578,-18654,-37865,-7941,-96121,-66197,-118014,-88090,0.1429
"2867","E02002689","East Riding of Yorkshire 006",2188,57,212,1713,109,29,0,32,6,11,19,97.034,40.034,205.162,1683.179,-29.821,75.483,18.483,209.091,1698.9611,-14.039,236.716,179.716,177.707,1582.54,-130.46001,377.02399,320.02399,159.438,1472.246,-240.754,-0.03942,73121,-0.0162,30053,-0.03169,58783,-0.00847,15715,-0.07105,131810,-0.04784,88742,-0.09329,173066,-0.07007,129998,-28768,-12523,-22946,-6701,-60136,-43891,-120048,-103803,NA
"3107","E02002767","North Lincolnshire 019",3221,122,108,2645,213,9,2,69,4,33,16,280.01501,158.015,102.409,2511.6499,-133.35001,207.79401,85.794,101.896,2574.835,-70.164,920.59998,798.59998,76.413,1973.957,-671.04303,1114.976,992.97601,70.473,1808.792,-836.20801,-0.10598,196596,-0.05782,107259,-0.07891,146388,-0.03075,57051,-0.29043,538822,-0.24228,449485,-0.26214,486325,-0.21398,396988,-63927,-33335,-47682,-17090,-183013,-152421,-235579,-204987,1.8301
"3134","E02002674","Kingston upon Hull 023",3491,286,214,2203,243,19,2,416,34,50,24,531.55701,245.55701,196.67999,2038.217,-164.783,408.543,122.543,207.993,2122.583,-80.418,1288.545,1002.545,134.489,1542.384,-660.61603,1457.662,1171.662,131.243,1418.3459,-784.65399,-0.24024,445676,-0.11218,208102,-0.17281,320582,-0.04475,83008,-0.55485,1029375,-0.42679,791801,-0.47771,886258,-0.34965,648684,-96417,-44132,-73126,-20841,-223192,-170907,-271558,-219273,0.26181
"3196","E02002718","East Riding of Yorkshire 035",3236,54,131,2701,145,82,4,71,9,18,21,139.688,85.688,125.523,2629.1479,-71.852,90.202,36.202,128.841,2670.6479,-30.352,470.18301,416.18301,98.291,2356.137,-344.86301,736.60199,682.60199,88.659,2126.948,-574.05298,-0.07191,133377,-0.04667,86564,-0.04209,78064,-0.01685,31251,-0.19034,353106,-0.16511,306293,-0.22491,417239,-0.19967,370426,-48738,-31782,-29909,-12953,-154023,-137067,-271816,-254860,1.39265
"3215","E02002749","North Lincolnshire 001",4534,211,628,3173,323,32,0,83,13,34,37,346.27499,135.27499,588.05402,3092.4541,-80.546,248.722,37.722,621.48602,3147.0911,-25.909,782.01202,571.01202,441.92801,2848.1599,-324.84,1050.644,839.64398,401.936,2652.8411,-520.159,-0.08919,165435,-0.04148,76922,-0.07239,134273,-0.02467,45760,-0.16147,299526,-0.11375,211013,-0.22261,412962,-0.17489,324449,-63549,-28941,-49883,-15275,-125084,-90476,-241551,-206943,0.95181
"3268","E02002736","North East Lincolnshire 011",2295,233,544,1123,209,5,2,105,36,21,17,396.39899,163.399,495.51501,1038.873,-84.127,320.33401,87.334,520.27197,1077.042,-45.957,930.99597,697.99597,328.05701,771.09003,-351.91,993.78601,760.78601,319.81,730.98901,-392.01099,-0.06293,116733,-0.02376,44063,-0.04935,91549,-0.01018,18879,-0.11958,221838,-0.08041,149168,-0.09415,174656,-0.05498,101986,-37915,-14672,-30890,-7647,-77770,-54527,-94221,-70978,0.45107
